id,screenName,userId,text,location,multi-team,sentiment
3619,jgsf1987,16086967,Who do you think will win the Russia-Croatia match? #FIFAWorldCup2018 #Russia #Croatia,"Daly City, CA",FALSE,nan
3620,Gigiscik,139322897,"Kyle Edmund looks good ??already taken the first set From Novak. 
#Wimbledon #Djokovic #edmund #England #UK","West Hollywood, CA",FALSE,nan
3621,PamGoodwinCRE,78320133,Love hanging out with my mom and sad to take her to the airport today. Cheering on #Croatia vs Russia @FIFAWorldCup… https://t.co/0BPoXy891F,"Texas, USA",FALSE,nan
3622,CodyBLoveland,251999456,My short time in Japan showed me impressive displays of respect daily. #japan #WorldCup #WorldCup2018 #classy… https://t.co/wR8FAD9AsI,"Burleson, TX",FALSE,nan
3623,hbbtruth,1965578353,"Disappointed. With. Effort. #WorldCup?? #Sweden ?? vs #England ???????English fans saying ""Football's coming home a… https://t.co/tWZnAqkHu8","Hollywood, FL",FALSE,nan
3624,GlenysNellist,1921288728,"ENGLAND FOR THE WIN!
#EnglandvSweden #WorldCup #WorldCup2018 https://t.co/bysmzJui86","Grand Rapids, MI",FALSE,pos
3625,martincraster,50129750,Who would you prefer #Eng to play in the #WorldCup Semi Final?,"Los Angeles, CA",FALSE,nan
3626,anglophile09,29825498,"Thank you England for the win, now it’s movie time!!! #itscominghome #england??????? #antmanandthewasp cinebistrosp… https://t.co/HwN75Me75G","Richmond, VA",FALSE,nan
3627,wvhooligan,15485383,Proud of #Sweden during this tournament. Tough way to go out but #England was just better.,"Richardson, TX",FALSE,nan
3628,sutiyo,39370961,The #WorldCup is making me wish I was still living in London. ????????? https://t.co/tyiBpfioNj,"California, USA",FALSE,nan
3629,MikeTodd614,29256016,Let’s go #Croatia !!! #WorldCup ????????????????????????,"Winfield, WV",FALSE,pos
3630,SeacoastUnited,144328785,And England is off to the @FIFAWorldCup Semi-Finals ?? Can you tell Seacoast United’s staff is excited about today’… https://t.co/Sjp10mKV79,"Portsmouth, NH",FALSE,nan
3631,thejemch,42430594,#RUSCRO #WorldCup begins! https://t.co/Z0NjO7mEDp,"San Antonio, TX",FALSE,nan
3632,laurameme,24740297,"Whether or not Neymar will ever learn his lesson, I hope his disgraceful style of play will inadvertently have a po… https://t.co/IgAgSukCds","Atlantic City, NJ",FALSE,nan
3633,livingstonway,3333480922,England fans are acting like how Americans did when the Beatles came to the US..... and I love it. #ItsComingHome #WorldCup,"Red Hill, SC",FALSE,nan
3634,davidmcmanley,405267124,ENGLAND THROUGH TO THE SEMI-FINALS!!!! @England @FIFAWorldCup #worldcup2018 #england #sweden #football #soccer… https://t.co/V0b4k29w4p,"Los Angeles, CA",FALSE,pos
3635,AlanLillington,717732922,@Bradleysfight todays the 1 year anniversary since we lost a legend today england beat sweden to go to the semis an… https://t.co/xnE3LQLRd6,"Los Angeles, CA",FALSE,nan
3636,MissJannel,33025854,"@crissles @iamenomis ??. Yall better stop hating now, lol #?? #BallIsLife #WorldCup","Manhattan, NY",FALSE,nan
3637,Sudsanity,260369948,I hope there is a #FIFA official inspecting the Croatian locker room for giant bags of money. On second thought...… https://t.co/q8qcn3vpz4,"Sarasota, FL",FALSE,nan
3638,MaryT_KE,868015609,I have always loved Croatia but i think Russia will make for the perfect of cinderella stories and will fit well in… https://t.co/1c3rfRRJnP,"Laguna Niguel, CA",FALSE,nan
3639,mum2enzo,133628411,Rooting for ?? today! Let’s do this! #WorldCup,"Fishers, IN",FALSE,nan
3640,joshngetto,191874304,?????????????????????????????????? #ENG #ComeOnEngland #WorldCup,"Elkridge, MD",FALSE,nan
3641,BryanNehman,16867094,Imagine how good #England would be if Sterling could score or complete a final pass.,"Pennsylvania, USA",FALSE,nan
3642,anniephr,17893283,#WorldCup18 #WorldCup https://t.co/YeI51lyi8R,"Los Angeles, CA",FALSE,nan
3643,janepaulak,32714790,#WorldCup2018 #croatia,"Hamburg, NY",FALSE,nan
3644,BigMamaTL,2303690606,??????? #England #ItsComingHome #WorldCup2018 https://t.co/bBozuVtxrC,"Virginia, USA",FALSE,nan
3645,JakeAllegro,240919610,It’s. Coming. Home! #WorldCup,"Los Angeles, CA",FALSE,pos
3646,DCDiva28,16078504,So we all are cheering for Croatia right? #WorldCup2018 #CroatiaVsRussia #Croatia,"Washington, DC",FALSE,nan
3647,katyhats19,3086922295,Alex left to spend his day at Disney while I work an 11 hour shift but @England is going to the #WorldCup semifinal… https://t.co/IAAncwv5sy,"Florida, USA",FALSE,nan
3648,zachprobst,18724633,The three Lions with a good win today. #WorldCup,"Greenville, SC",FALSE,nan
3649,gowotweets,373721476,@zee_alikhan @ONECampus @ONEcampaignUK @campaignbill According to Spokeswoman @katecritchley: sources confirm that… https://t.co/dS3xgncHfC,"Washington, DC",FALSE,nan
3650,James_Murray83,33803733,@JosinaAnderson They're like a much better version of the USMNT. I love watching the ??????? ??? ??????? #WorldCup,"Edgewood, MD",FALSE,nan
3651,kde0828,189255376,I have always been close with my doormen but the #worldcup has definitely made us closer. Love watching the games with them.,"Manhattan, NY",FALSE,nan
3652,amyburvall,158207707,"Wonder if “A furore Normannorum libera nos, Domine” might come back in vogue today? #SWEENG #SWEvENG #worldcup","Heeia, HI",FALSE,nan
3653,grabar,29305738,Well done #EnglandvsSweden #England footballs coming home! #WorldCup #WorldCup2018 #football #FootballsComingHome https://t.co/OelMRhMrb9,"Calistoga, CA",FALSE,nan
3654,JToddWelch,20636628,Up early to watch #WorldCup quarterfinals w/ @blckriflecoffee to fuel me up! #ENG,"West Lake Stevens, WA",FALSE,nan
3655,LiLPeN43,333004812,#WorldCup surprises. Latin America out but new friendships forged. #worldcup2018 #CopaMundial2018 #EstamosUnidos https://t.co/jSnVIOZcFp,Paulista,FALSE,nan
3656,JCinMSP,851381706,"A bit of good natured, post-match trolling the Sweden supporters on the lawn.  #Eng #WorldCup #britspub #Minneapolis https://t.co/3lvcRWF6zu",Brit's Pub,FALSE,nan
3657,NightglowEnt,2192689100,Congrats to @England for moving on the semi-finals. I woke early this Saturday morning to watch this match and it w… https://t.co/IhMTLpzLot,"Brooklyn, NY",FALSE,nan
3658,JamesGBeattie,378791881,"First Derek Rae (understandably) messes up the Harrys, then @RobStoneONFOX calls Alex Ovechkin “Alexi Ovechkin.” No… https://t.co/ef9DbdslbO","Manhattan, NY",FALSE,nan
3659,thejemch,42430594,#doNOTallowthemtoscore #WorldCup #TheThreeLions https://t.co/S8SEfLx9pI,"San Antonio, TX",FALSE,nan
3660,JakePlanton,14827375,#PDX #Pdxmortgage #JakePlanton #PDXRealEstate #Portland #Oregon #MortageBroker #PDXMortgageBroker… https://t.co/A7nQ4qpUrr,"Portland, OR",FALSE,nan
3661,samanthabanks17,981040519,"It’s coming home, it’s coming, footballs coming home! ENGERLAND #england #threelions #atthepub #footballscominghome… https://t.co/NydGTuiZGL","Pelican Bay, FL",FALSE,pos
3662,eberhardt,82918673,#WorldCup #TDF2018 #Wimbledon https://t.co/THDGBrxggB,"Bellevue, WA",FALSE,nan
3663,rejois,24600093,??????? #threelions #england #itscominghome @ Mad Dog In The Fog https://t.co/rTQvTCOzOK,"San Francisco, CA",FALSE,nan
3664,JerseyTodd,1101791,Russia is going to win the #WorldCup on a VAR decision.,"Princeton North, NJ",FALSE,nan
3665,boblesser,241168923,"Any outcome is fine, just as long as #RUSSIA loses!!!

Does that make me un-American???
#WorldCup","Virginia, USA",FALSE,nan
3666,martindaletommy,531151684,"#WorldCup As Dolly Parton once said. ""I'll show you some world cups""","Austin, TX",FALSE,nan
3667,mendozajose97,952505678,So it might go home #England,"Houston, TX",FALSE,nan
3668,sully_mn,57156489,Way to go #England ! https://t.co/UrKkxzVf8F,"Minnesota, USA",FALSE,pos
3669,charrington9696,8.29E+17,There is nothing better than Fox panning to the crowd and watching the crying fans I LIVE FOR THIS #WorldCup @bigjimmurray,"Narragansett, RI",FALSE,nan
3670,KDougs95,78410182,"Congrats England!  You deserved that win ????

#EnglandvSweden #ENGvSWE #England #threeloins #WorldCup2018 #ENG","Illinois, USA",FALSE,nan
3671,gssinla,478934558,"England 2 
Sweden 0
So happy for my 2nd home! Congratulations England! On to the semi-finals. ??????Hug you guys: r… https://t.co/jK81716hQe","Los Angeles, CA",FALSE,nan
3672,DWMonson,21827834,Good call on that. Was in street clothes after the match. Didn’t see that before. Sterling’s pace makes him so dang… https://t.co/phrf7QjN64,"Brockton, MA",FALSE,nan
3673,Marcelles_cool,55477380,"Wow, great news to wake up to. Cheer up lads, ITS COMIN HOME! #England","Los Angeles, CA",FALSE,pos
3674,adapaavame,576027691,Raise your hands if you feel like #England got lucky like how #Por was in Euro 2016. #WorldCup #ENG #SWEENG,"Jollyville, TX",FALSE,nan
3675,lisablas,2800270072,Go #Belgium !! See you Tuesday at 2pm EST!  ?@BelRedDevils? https://t.co/iUGDutOU9r,"Manhattan, NY",FALSE,pos
3676,steketee,10855182,"Can the Baby Blimp float the #WorldCup as a necklace? Probably..

Can it wear a heavyweight lifter outfit if Russia… https://t.co/3xKyY2qlum","Manhattan, NY",FALSE,nan
3677,MarioRod310,9.72E+17,I got @Croatia_hr winning @Russia 1-0 who you got? #RUSCRO #CRORUS #WorldCup #FIFAWorldCup,"Inglewood, CA",FALSE,pos
3678,PapaMassi,103393344,Just rode the elevator with a man from Russia wearing a jersey... so I guess that makes me a Russia fan ?? #RUSCRO #WorldCup,"Ann Arbor, MI",FALSE,nan
3679,madskillz83,62586738,This #Worldcup final 4 will be brutal and all will likely have @SpursOfficial and @realmadriden ties.   #eng… https://t.co/J66o3PbXFn,"North Carolina, USA",FALSE,nan
3680,Roger_Roeper,7.93E+17,Standing room only this morning (6:30 am) to watch football coming home!!! #WorldCup #SWEENG #ENG #SWE https://t.co/DfyDFd4T6E,George & Dragon,FALSE,pos
3681,DWMonson,21827834,Pickford my Man of the Match. #ComeOnEngland #ThreeLions #YoungLions #WorldCup https://t.co/QSEl7NsvcC,"Brockton, MA",FALSE,nan
3682,kHILL_12,253400245,Europe is DOMINATING this World Cup ? #Russia2018,"Henderson, KY",FALSE,nan
3683,Mannyc560,140273645,When your Saturday isn’t going as planned #WorldCup #swe https://t.co/VUgrPbI058,"Coral Gables, FL",FALSE,nan
3684,DWMonson,21827834,"Tremendous match for #ENG after the battle with #COL earlier, to come back and turn in that type of performance, ce… https://t.co/lMpoZCrYDM","Brockton, MA",FALSE,nan
3685,dave_e_martin,44036458,"England!!!!!!!
#worldcup @ Seattle, Washington https://t.co/TvnwIW6WvM","Seattle, WA",FALSE,nan
3686,hscott61,15507526,@MitymoMRI #EnglandvsSweden #WorldCup2018 #World?up18 #WorldCup ?? https://t.co/xmPdA8k9Hs,"Montgomery Village, MD",FALSE,nan
3687,Rock1chef,70136807,A lotta #croatia today ..... and that’s fantastic by me ... I’ll take a few goals this afternoon from… https://t.co/KycC3MAfAC,Fahrenheit,FALSE,nan
3688,mgreco84,38751027,"FIFA World Cup:Sweden 0,England 2. England wins in 3rd of Quarter-Finals in FIFA Soccer World Cup.#FIFA #FIFA2018… https://t.co/LKrhAVjZgT","Florida, USA",FALSE,nan
3689,edpunk,31475468,I think the commentator just said the player had a touch of the Russian flu. Is that code for too much vodka? We ha… https://t.co/Fge0yIAwhS,"Huntsville, AL",FALSE,nan
3690,Lauran001,3865378999,When someone wakes you up Super early to watch #England play. Instead of saying “I’m sorry for telling you off” ? S… https://t.co/cx3Zl38pBv,"Phoenix, AZ",FALSE,nan
3691,alosalot,30323727,amazing #WorldCup https://t.co/NMsmcTSCqz,"Applewood, CO",FALSE,nan
3692,Ahaley,879191,Hey @England any chance that we can get a “Three Lions - One Cup” scarf?! #AskingForEveryone #ThreeLions #WorldCup https://t.co/j1TyVKWZjP,"Austin, TX",FALSE,nan
3693,lilibethstar,18919909,Who ya got? #rus #cro #RUSCRO #WorldCup,"Manhattan, NY",FALSE,nan
3694,adi7anand,15247690,#SWEENG #FIFA #WorldCup @ B. D. Riley's Irish Pub at Mueller https://t.co/8RK81ju94R,"Austin, TX",FALSE,nan
3695,Jake_spicoli,422556994,#WorldCup is sooo funny how people have sooo much to say about how Spanish teams are better than the Europeans annn… https://t.co/Ru19qi1uTy,"Cincinnati, OH",FALSE,nan
3696,FreshMoneyJones,25337558,4. I unintentionally went to Zagreb on October 8th(Croatian Independence Day) so by law of celebrating a national h… https://t.co/gLMYeCZhMB,"Cedar Rapids, IA",FALSE,nan
3697,mgreco84,38751027,"FIFA World Cup: Sweden 0 , England 2. England wins in 3rd of Quarter-Finals in FIFA Soccer World Cup.#FIFA… https://t.co/aLDSvAj7d4","Florida, USA",FALSE,nan
3698,HishimKissEm,58558803,#England are through to the #WorldCup semi-final! #Eng #SWE,"New Brunswick, NJ",FALSE,nan
3699,umutserin,79054573,Mental acidan yetersiz olan butun takimlar turnuvadan erken elendi. Demek ki neymis beyin bedava degilmis. #worldcup,"Santa Monica, CA",FALSE,nan
3700,jordancpease,221097446,"The last time England made it to the #worldcup semi-final, AOL and dial-up internet were just a dream away, and Bil… https://t.co/siXWpHQ0Jk","Santa Monica, CA",FALSE,nan
3701,thejemch,42430594,I was humming it all night at work yesterday.  #truestory #worldcup https://t.co/7Y8VpO9mkQ,"San Antonio, TX",FALSE,nan
3702,DarthVadercita,55382306,@hyperconectado Timeline perfecto: todos comentando sobre #WorldCup18 #Fifaworldcup  ??????,"Virginia, USA",FALSE,nan
3703,RudyMTweets,9.02E+17,#WorldCup https://t.co/koXMu1YmvS,"Toledo, OH",FALSE,nan
3704,wackdelly,17444429,This #WorldCup is ???,"Seattle, WA",FALSE,nan
3705,JChatterleytv,497262990,"2nd best part of #England win, watching @IanWright0 on #FOX- walks off set before end, leaves a note saying 'it's coming home!' #legend ????","Manhattan, NY",FALSE,nan
3706,Nick_Weather,1904453898,"#Swe had a valiant effort, but the #threelions are through to the #WorldCup semi final. That was an exciting footba… https://t.co/0g82QfHciK","Lubbock, TX",FALSE,nan
3707,SiFrew,455115804,Well done #England - so proud here in #houston - #football is #cominghome - #WorldCup2018 #Qatar - #travelblogger… https://t.co/tRWsrNlfjF,"Houston, TX",FALSE,pos
3708,VudatNation,1965952176,#ENG’s goalkeeper for this #WorldCup is a lot better than the previous goalkeeper at @FIFAWorldCup in 2014. He is a… https://t.co/0bUsNv6xAa,"Birmingham, AL",FALSE,nan
3709,DanielDorseylaw,4827767610,The #Cup is coming #home to #England #englandsoccer #englandfootball ! https://t.co/ZxyIiKf5nM,"Virginia, USA",FALSE,pos
3710,SoccerStopCO,1231440715,Will the hosts extend their tournament stay!? Who do YOU think will see England in the Semi-Final match? —… https://t.co/qqy5FvjNwS,"Dove Valley, CO",FALSE,nan
3711,BajanReddevil,536064777,"The last fews years I have witnessed the Cubs winning the World Series

Cleveland winning NBA finals 

The Eagles w… https://t.co/gGRC5L0CMz","Brooklyn, NY",FALSE,nan
3712,relationequity,62588905,"@sohlstromt @jk_rowling Great match, eloquent and admirable sportsmanship ??

#worldcup 
#WorldCup2018","Tysons Corner, VA",FALSE,nan
3713,bigwes,14138183,TV showing scenes of England ??????? fans celebrating. Many of the guys have their shirts off waving them around. I… https://t.co/oYAX59VdgF,"Atlanta, GA",FALSE,nan
3714,harley_maxx,1169698028,Damn it Claes and Ulla. This guy absolutely blew it for #Sweden. He brought the worst “good luck charm” EVER!! Good… https://t.co/tvVdm4Sk6u,"Lindenhurst, IL",FALSE,nan
3715,MihaKline7,196687507,Hey @Ibra_official did you get your ticket to London yet. Becks got his fish &amp; chips ready ? #ENGvSWE #ENG #WorldCup https://t.co/NSW49Ifh35,"Chandler, AZ",FALSE,nan
3716,PeabodysTampa,26048892,"We’ve got the food, drinks, and big screen, all we need is you! Come watch Russia and Croatia battle it out at 2:00… https://t.co/MA71Pu3c4j","Temple Terrace, FL",FALSE,nan
3717,MickBoylan7,38904284,"I’m all about it, bruv! #WorldCup https://t.co/8ArLLuwOmu","Orlando, FL",FALSE,nan
3718,CLJones512,7.50E+17,Did you see that ludicrous display last night? #WorldCup,"Seattle, WA",FALSE,nan
3719,jcouilli,80301100,3 lions roar on #WorldCup #ENG vs #SWE https://t.co/zIQqbqVH2S,Lir,FALSE,pos
3720,Pitt_MSOC,366916564,"GO ON #ENG !!

#WorldCup #H2P https://t.co/Ab34ecIXdc","Pittsburgh, PA",FALSE,pos
3721,sleon,11267122,Who’s got this: #RUS or #CRO ? #worldcup #RUSCRO,"Weston, FL",FALSE,nan
3722,GlenysNellist,1921288728,"ENGLAND!!!!!
.
#worldcup2018 
#worldcup 
#england?? @ East Grand Rapids, Michigan https://t.co/IzDVxsJIk0","East Grand Rapids, MI",FALSE,nan
3723,chasepwilliams,60125886,It’s obviously easier when you win but the way #ENG players show humility after moving on in the #WorldCup is reall… https://t.co/1GAQzI3P3P,"Pittsburgh, PA",FALSE,nan
3724,FreshMoneyJones,25337558,"Reasons I want Croatia to go all the way
1. I’ve been there a few times and think it’s a cool place with some of th… https://t.co/7b3sUk8HkX","Cedar Rapids, IA",FALSE,pos
3725,STLKaren,15895091,England made it through. ?? ??????? @amsterdamtavern             #england #sweeden #worldcup @ Amsterdam Tavern https://t.co/Nv08aMGkbH,"St Louis, MO",FALSE,nan
3726,wishboneandvine,3325247095,"#worldcup #england (@ Crown &amp; Anchor Pub in Las Vegas, NV) https://t.co/jvMXRuikUb https://t.co/nH5khrd1Su","Paradise, NV",FALSE,nan
3727,christianrmiles,209231861,"Call me old-school, but there’s too much hugging in football these days. #toomuchtouchyfeeely #SWEENG #SWEvENG… https://t.co/FvOf1rhLu3","Agoura Hills, CA",FALSE,nan
3728,FWayneTate,524339205,"???
#WorldCupRussia #WorldCup
#WorldCup2018","El Paso, TX",FALSE,nan
3729,WayneScholes,28760451,@SpencerJCox So who you going to be cheering for mate? I'll have an #England shirt with your name on it for you if… https://t.co/4tnDCFzHDg,"Paradise, NV",FALSE,nan
3730,liammayclem,18883401,"#worldcup2018 

ENGLAND ??????? 2
SWEDEN ?? 0
Finally - it’s cool to sport a waistcoat and in this photo of England… https://t.co/9Hyks566P7","California, USA",FALSE,nan
3731,alexklausner,266044311,#WorldCup https://t.co/ZGObMw8hcz,"Gainesville, FL",FALSE,nan
3732,ClaudiaK27,63914563,Round of applause for #ENG !!! This is the first time @England has been in the #WorldCup semi-finals since 1990!!! https://t.co/0TCSNvSsFG,"Tucson, AZ",FALSE,nan
3733,FlyFranz,126560496,PASHLEE #Russia ?? #FifaWorldCup https://t.co/hzHKSlLRFz,"Tukwila, WA",FALSE,nan
3734,nycfooty,203312292,"Some assembly required
.
 ??-&gt;?
 ? ? ? 

#England sends #Sweden packing
.
#WorldCup #Russia2018 #Ikea #Soccer… https://t.co/cFK3Bmn0vU","Brooklyn, NY",FALSE,nan
3735,mfp247,3248086381,"NYC IS GOOD FOR THE SOUL! Where it all started #newyork #tribeca #worldcup @ Tribeca, Nyc https://t.co/lxPQGVSDOf","Jersey City, NJ",FALSE,nan
3736,bryanmsmith,1959829484,CROATIA!  ?? #RUSCRO #WorldCup,"Elyria, OH",FALSE,nan
3737,raynedays,22638129,"It's Coming Home ??????????

#worldcup #worldcup2018 #threelions #threelionsonashirt #england #englandsquad… https://t.co/xUct4hpZ1u","Los Angeles, CA",FALSE,pos
3738,alinnit,72478639,"Come on England! #england #threelions #thisisengland # @ Los Angeles, California https://t.co/9vbjqO0us5","Los Angeles, CA",FALSE,pos
3739,SportsdramaEnt,8.86E+17,"#worldcup2018 #england #sweden #soccer #futbol #jamonboltonshow 

#Repost breathechelsea with get_repost
???
FT:… https://t.co/mzU5OgMSz9","Manhattan, NY",FALSE,nan
3740,Catenacciari,2161856390,"@FaheemFish A lot of people are getting excited now.... I like it. I am not a #ThreeLions supporter, but it is good… https://t.co/R9AFXLxgIB","Inverness, CO",FALSE,nan
3741,CathKingston,1525716654,Enjoyed watching Bjorn Kuipers ref today! (And had some throwbacks to @jordan10taylor’s video of @BeauxBarfield - l… https://t.co/x8OKSfY9H0,"Murraysville, NC",FALSE,nan
3742,thekevmaster,11116682,#England beat #Sweden 2-0 but #HarryKane &amp; #RaheemSterling's performances were quite disappointing #WorldCup2018,"Stillwater, OK",FALSE,nan
3743,osazuwa12,39480131,Congratulations to #England,"Georgia, USA",FALSE,nan
3744,MentorPlanet,86502570,Housing prototype in Nantes #France #3Dprinting #homes https://t.co/h1EEhZ5olo,"Minneapolis, MN",FALSE,nan
3745,GENTULIUSJULIUS,306192527,"Giroud vs Courtois 

Kante vs Hazard.

Cracker! #WorldCup","Dallas, TX",FALSE,nan
3746,BLCOfficial,36756189,Guinness intake during this #worldcup https://t.co/UkghbUsv8d,"Chicago, IL",FALSE,nan
3747,KimRamamom,2411996792,@cnnbrk @LynnRayColorado  you better be wearing your #England shirt today!,"Savage, MN",FALSE,nan
3748,analysisnytimes,8.72E+17,"#ENG WIN!

@England book their place in the semi-finals for the first time since 1990!  

#SWEENG // #WorldCup https://t.co/ycUAFtSiJz","Los Angeles, CA",FALSE,nan
3749,MartinHajovsky,18756276,Hold on a sec. Is Tottenham about to win the World Cup? #ENG #SWE #WorldCup,"Lincoln City, OR",FALSE,nan
3750,koolkid818,2868806833,Well done #England on to the semi-finals. #ENGvsSWE #WorldCup #ThreeLions,"Burbank, CA",FALSE,nan
3751,bboru21,36658890,Fox’s World Cup music: worst sporting event theme ever. It’s like a DVD menu playing over. And over. And over. #WorldCup,"Manassas, VA",FALSE,nan
3752,Effin_Casuals,7.61E+17,"Omg if i see or hear one more thing about this..""WorldCup"" im going to lose it...? #lame #noonecares #sportssuck #WorldCup","Clarksville, IN",FALSE,nan
3753,beccariggs,30592466,"Alright, #England! #WorldCup","Davis, CA",FALSE,nan
3754,scottlunn,15516591,That makes 9 @SpursOfficial players in the #WorldCup semis! #COYS,"Cary, NC",FALSE,nan
3755,PramTheMan,103681261,Absolutely delighted! #ENGLAND are in the semi finals of the #Worldcup2018Russia #ItsComingHome #ThreeLions https://t.co/NQ7E8OjpKg,"Milton, GA",FALSE,pos
3756,Bryanj1017,750042960,#WorldCup has been awesome,"Willow Park, TX",FALSE,nan
3757,kdizzy4shizzy,322347691,This #WorldCup has shown that the rest of the world has caught up with the favorites.,"Pine Hills, FL",FALSE,nan
3758,sandall_carl,1126220814,Taxi for Sweden... Football’s comin’ home ??????? #WorldCup2018 #England https://t.co/SfXeRrLlY6,"Paradise, NV",FALSE,nan
3759,TameekaTime,17195631,Sterling had an amazing game today. Hats off to #England today. #WorldCup,"Queens, NY",FALSE,nan
3760,UptownDale,239976346,Semi-Finals @victoriabeckham #Miami @1xbet_Eng #WorldCup2018 #England https://t.co/beP2hrm0JS,"Sunrise, FL",FALSE,nan
3761,gorgood76,871031761,Sweden must by playing #WorldCup https://t.co/uItp5I5sge,"Dearborn, MI",FALSE,nan
3762,12thplanet,23499568,Let the “it’s comin’ home” memes begin #England ??????? #letsgofuckinmental,"Los Angeles, CA",FALSE,nan
3763,AIR_PMB,412754353,"World Cup is Better than the super bowl. Don’t @ me. 

I walked by a Pakistani restaurant, a Chinese laundromat, a… https://t.co/AimVDSFPvE","Brooklyn, NY",FALSE,nan
3764,Teresa7277,1273364977,Figured they’d tweet shortly after that win! #WorldCup ??????????? https://t.co/P7mK0lcSnK,"Plano, TX",FALSE,nan
3765,HenryVsTheWorld,573952923,Congrats #England #WorldCup,"Mechanicsville, VA",FALSE,nan
3766,Reiderreiter77,15961390,"Slept through my alarm so I missed watching #SWEENG. ?

At least #ENG went through. Still, I was looking forward to watching that. #WorldCup","Minnesota, USA",FALSE,nan
3767,mkhatlan22_,1527538016,#England https://t.co/1Xo3YFu1qs,"Mobile, AL",FALSE,nan
3768,stephcastro904,27569405,Left all my #England jerseys at home but still excited nonetheless #SWEENG ????????? #EnglandvSweden #WorldCup,"Asheville, NC",FALSE,pos
3769,creeksideSA,7.54E+17,"#FifaWorldCup2018 today at 11 AM on our 70"" 4k Surround Sound. Catch The Match with your mates and pints at… https://t.co/xF0kjpJ1l1","San Anselmo, CA",FALSE,nan
3770,ChefDave132,430121424,ENGLAND!!!!! ??????? Ikea is eliminated ?? #worldcup,"Los Angeles, CA",FALSE,nan
3771,PoliticallyBo,31405147,Go #England,"Hallandale Beach, FL",FALSE,pos
3772,animturnbull,22423553,Just realised most of the current England squad weren't even born the last time we got to the #WorldCup semi finals… https://t.co/tBDV76C87k,"Los Angeles, CA",FALSE,nan
3773,TweeterTeej,1322375479,A man of his word I see! ?????#ENGvsSWE #WorldCup https://t.co/uMVM8IVAMH,"Fort Washington, MD",FALSE,nan
3774,OhKaye_DohKaye,357780599,Honestly the things I would do to be in London right now. #ThreeLions #FootballsComingHome #England,"Des Moines, IA",FALSE,nan
3775,CoachLeeHanno,404297781,"If you haven’t already heard... It’s coming home! ????????

#SWEENG #ENG #ThreeLions #WorldCup https://t.co/YaGuXz2oWK","Chicago, IL",FALSE,nan
3776,carriekp,27419814,#goal #SWEENG #ENGSWE #victory #england #bringithome #worldcup2018 ????????? @ Harp and Celt Irish Pub and Restaura… https://t.co/6VoIdNQ74A,"Orlando, FL",FALSE,nan
3777,jenkhosho,1694579280,I predict #Belgium will win the World Cup ??,"Chicago, IL",FALSE,pos
3778,mushvillemayor,3895070952,"Sorry about your loss Sweden, but here's a cake from Ikea to cheer you up
#WorldCup https://t.co/vJnkRPFeX6","Burien, WA",FALSE,nan
3779,travelistaaa,33527657,Congratulations England on making the #worldcup semi finals! ????https://t.co/bVOnnXxiD8,"Chicago, IL",FALSE,nan
3780,princetonyk,323254039,#ENG will win the world cup mark this tweet. #ThreeLions  #WorldCup,"Massachusetts, USA",FALSE,pos
3781,IanD413,2931951391,"Being here would have been amazing. 

#England #flatironquare #soccer #futbol #itscominghome #fifa18 #russia2018 @… https://t.co/z0u1wsf41M","California, USA",FALSE,nan
3782,jtylerdeaton,177174358,"Go #England ???????!
#Eng #WorldCup #SweEng https://t.co/8FA9kWXmyv","Kings Mountain, NC",FALSE,nan
3783,kclubkeath,985121396,My niece and I #WorldCup #Eng https://t.co/XZTXkGrTIz,"Illinois, USA",FALSE,nan
3784,RobinJohnston24,233519759,On to the semi-final #England #ThreeLions https://t.co/V7hBjOyMUz,"Bloomfield Township, MI",FALSE,nan
3785,jennreed77,51197872,Watching these after match interviews with #England ??????? and I am like... https://t.co/FjI6AEP7x5,"Wyoming, MI",FALSE,nan
3786,hollyrosenfink,174649888,My family and friends in #England be like......#EnglandvSweden #WorldCup18 https://t.co/MQ28h1L7P9,"Darien, CT",FALSE,nan
3787,kelliburris7,624202520,"Me with the #WorldCup
and ppl talking about it. https://t.co/BbXbBR0wi1","North Olmsted, OH",FALSE,nan
3788,jallenesq,3461610993,Give the Imposter president a hot hot hot welcome. Go on to win the World Cup. It will be a glorious weekend in Eng… https://t.co/QWzfZZygO6,"Larchmont, NY",FALSE,nan
3789,garyspencerr,47652546,When England Reach The Semi Finals Of The World Cup ?????????????? ????????????????????? ?? come on boys !!!… https://t.co/1DILk2Axlo,"Manhattan, NY",FALSE,nan
3790,jeolmoz2,622975095,@_footballfan @LionCuban @5280Keith @MonteAJP23 @LWOSJohnBava @RachaelMcKriger @McLeodBrown3 @RealPhatsBlog… https://t.co/lyddRydN80,"Winter Haven, FL",FALSE,nan
3791,MichaelJMandell,2266691508,"Anyone else catch the FOX Sports analyst who said, “So sorry that all these beautiful women are sad right now?” Wha… https://t.co/jOeYfCjokq","Maine, USA",FALSE,nan
3792,shemavon,30193253,Boo hooo #SWEvENG #worldcup https://t.co/0ocKGoH7Qr,"New York, NY",FALSE,nan
3793,andrew_chung_,245196333,So #Eng won again and probably @lawrencehurley is having a heart attack but please recover because I need you next week at work #WorldCup,"Manhattan, NY",FALSE,nan
3794,RickdeBrux,1209136987,"??German commentators suggesting England will win if they get enough corners and penalties in the next game #Eng
#WorldCup","South Carolina, USA",FALSE,nan
