,screenName,userId,text,location,multi-team
8493,ElleryWheeler10,287866040,INCREDIBLE SHOT!!! Antoine Griezmann! ?? France?? 2-0 ??Uruguay #WorldCup,"Pewee Valley, KY",False
8494,ainslieann,287868881,Bad goalkeeping error there for #URU and #FRA has 2! #URUFRA #WorldCup,"Brooklyn, NY",False
8495,ddritzenhein,23514851,Loving that #FRA vs. beating #URU #WorldCup,"Waukesha, WI",False
8496,JBane87,417539590,HANDS TEAM #FrancevsUruguay #WorldCup https://t.co/ZWTaBfDvaR,"Kansas, USA",False
8497,Raulvi24,2536206036,"Karius part 2 lmao #FrancevsUruguay #worldcup 
France 2
Uruguay 0","Colton, CA",False
8498,AkClifford12,478278013,Wow that ball was a split finger #WorldCup,"Tampa, FL",False
8499,HG_637,3115686530,San bombazo!!!!!! #WorldCup,"Dallas, TX",False
8500,WritingDavid,2791124550,"That goal CANNOT go in. But, it does, and it’s 2-0 #France. #WorldCup","Oak Park, IL",False
8501,ElectrikOne,311863471,2-0 #France...,"Davie, FL",False
8502,samjfranco,48839972,Oooooooh Muslera... Noooooooooo. #URU #FRA #WorldCup,"Georgia, USA",False
8503,dsmock319,259441712,France ? #worldcup,"San Francisco, CA",False
8504,RRWWE,139188510,Goal Number 2 for #FRA ! @AaronEpic83 your prediction is falling apart brother. #Fra 2 #URU 0 #WorldCup,"San Antonio, TX",False
8505,MindofKBR_0133,236251709,France ?? yes!! 2-0 #WorldCup,"Baldwin, PA",False
8506,MarioRod310,972208275981660160,"And just like that, @FFF 2-0 @Uruguay #worldcup","Inglewood, CA",False
8507,wilfriedboh,342009168,grieeeeeeezmaaaaann GOAL!!!! #worldcup,"Silver Spring, MD",False
8508,CathalConlon,121521450,Oh no. Uruguay have just been Kariused. #worldcup,"Foxborough, MA",False
8509,jthehornswoggle,275789258,Muslera pulled a Karius!!! #URU #FRA #WorldCup,"Ridgefield Park, NJ",False
8510,takeanotherswig,239825904,Wow that was very big mistake there by Uruguays GK. Geez #worldcup #frauru,"Queens, NY",False
8511,MDsportsblog,166796183,Does Loras Karius play for Uruguay? #WorldCup,"College Park, MD",False
8512,VVangaurd_G,144056520,"Yooooooooo, what a goal , the keeper couldn't hold it !!!!!!! #worldcup #FRA","Randolph, MA",False
8513,Manozinha,14148229,"meu senhor que gol ridículo da frança ?
Avante, Uruguaaaai! #worldcup","Coral Gables, FL",False
8514,SRayRod,125564809,Wooooowwwww it bounced in! #WorldCup,"Cockrell Hill, TX",False
8515,AlexDonno,35813696,And #FRA with the dagger #WorldCup,"Three Lakes, FL",False
8516,Hello_Davey,28177871,Ballgame. #URU #FRA #WorldCup,"Brooklyn, NY",False
8517,blazindw,17875127,It’s a howler! #FRA #WorldCup,"Washington, DC",False
8518,Andrew_Manna20,430358732,Damn Muslera just blew it #worldcup,"Kenmore, NY",False
8519,TScottt1028,586123476,? #WorldCup,"Virginia, USA",False
8520,Ruben_8,126520967,"Gol de #France 
2-0","Houston, TX",False
8521,sportsbrain,21449222,Oh my #WorldCup,"San Diego, CA",False
8522,Chase_Glorfield,805271258,Lol. France scores again. Big mistake by Muslera. #WorldCup,"Twin Falls, ID",False
8523,jay_riddle,82252068,HAHAHA WTF URUGUAY #WorldCup,"Atlanta, GA",False
8524,datzjose,709568961747230722,Uruguay should start hitting if they want to get something from this quarterfinal. #worldcup,"Milford, MA",False
8525,AD_Foster,32454230,This is how you #workout AND #WorldCup at the same time! #URUFRA #FridayFitness #soccer @ Equinox West 76th Street https://t.co/jUEPcBqUS6,"Manhattan, NY",False
8526,EdmArsenal,437062387,Pogba has done absolutely nothing this game! #URUFRA #WorldCup,"North Carolina, USA",False
8527,NovaSE,20524416,There’s always time to watch the #WorldCup at the NSU Flight Deck! https://t.co/kfeENIjU4V,Flight Deck,False
8528,madisonseattle,21035271,Feel like URU is wasting Suarez playing him wider and asking him to whip in crosses rather than running at defenders. #worldcup,"Sun Prairie, WI",False
8529,dsantat,13433612,"I live that the Uruguay substitute goalie wears his gloves while on the bench like, “Hey, I may never play a single… https://t.co/6cHI5XMosL","Hawaii, USA",False
8530,DrRamBio,2371339452,and now it’s #worldcup time,"Lincoln, NE",False
8531,EdmArsenal,437062387,Better from Uruguay ?? #URUFRA #WorldCup,"North Carolina, USA",False
8532,DeMondRealness,3253106060,Checking out the games and getting my grub on sidebarnyc #futbol #worldcup #uruguayvsfrance #avocadotoast… https://t.co/RCYlZmVLde,"Manhattan, NY",False
8533,DrMAK66,365573990,Anyone else tired of seeing grown men/professional athletes flop in soccer? Man up and play the game. Bring on real… https://t.co/lTVKcmbHSB,"Indianapolis, IN",False
8534,omarrAndress,389833965,I think Brazil is going to win the #worldcup,"Port Arthur, TX",False
8535,RealJeffJarrett,35763275,???????????????????????????? England football craziness... ???????????????????????????? @HO_Wrestling @eventmerch… https://t.co/71KcP1i8R2,"Hendersonville, TN",False
8536,BeerGardenLive,246936389,"It’s heating up ???
Don’t miss any of the action!

Today we open at 2pm for BRA v BEL
Tomorrow we open EARLY at 10a… https://t.co/ILlLdHUOmO","Washington, DC",False
8537,WritingDavid,2791124550,That was a terrible miss with space in the box. #URUFRA #WorldCup,"Oak Park, IL",False
8538,willgoodliffe,145717389,That cow heading the ball on the advertising hoarding while Lloris took the kick was incredible #FIFAWorldCup #cowheader #cow #header,"Manhattan, NY",False
8539,willkennedynews,373018957,"Feels like #FRA is about to crack this game open. ?
#FRAURU #WorldCup","Charlotte, NC",False
8540,number44,14271613,If I didn’t know better and I was only listening to Tony Meola - I would think France was playing Urrrguay #FRAURU… https://t.co/irfpXmRrwV,"Rutherford, NJ",False
8541,redsporchLMR,24400396,"Ring...ring...It’s time for @FIFAWorldCup!
Brazil ?? Belgium ?? 1PM
Watch Party??https://t.co/vcRmCal2XI
.
#BRABEL… https://t.co/i5Sn8nO9XB","Austin, TX",False
8542,MNH25,26386626,@RyanJames11 great rando jersey spotted at #WorldCup https://t.co/UZliHb0i5W,"Houston, TX",False
8543,LuisHRoman11,186571522,¡Vamos Uruguay! #URUFRA #WorldCup https://t.co/ZC7Nz0f8Pa,"Chicago, IL",False
8544,DPNJ,46815559,Why does every men's soccer player make the same AGONY face when they go down? Only to get up and be absolutely fin… https://t.co/Si5llsHZq9,"North Arlington, NJ",False
8545,sashaazze,490997205,I’ve seen better acting in the #WorldCup than in some movies,"Queens, NY",False
8546,MiskovichJ,1534583868,Mood #TGIF #WorldCup https://t.co/NUb1MQJa1L,"Las Cruces, NM",False
8547,Leyjoon,885676508,Mbappe Mbappe Mbappe #worldcup,"San Diego, CA",False
8548,amandagrobe,30556592,Some morning soccer &amp; summer PD! #WorldCup #URUFRA https://t.co/ww79jnsabV,"Moultrie, GA",False
8549,WatchUFCTVNOW,807284452346867713,Uruguay vs France Live Stream Free FIFA World Cup 2018 HD TV Streaming #WorldCup #Uruguay #France Now Full Game HD… https://t.co/BIF9dZRoTu,United States,False
8550,fifa2018free,598777289,(LIVE #WorldCup 2018) Watch France vs Uruguay Live Free FIFA World Cup 2018 HD TV Streaming Now Full Game Online.… https://t.co/BfHcGce35l,United States,False
8551,arturmoreirany,105419815,Today we will have for launch coq au vin ???? para o almoço hoje temos galo ao vinho  #coqauvin #france… https://t.co/zA04Ev9p7q,"Newark, NJ",False
8552,djgenesisgeroni,922830416,Brazil &amp; Belgium are the battle  Quater Finals. #fifa18 #fifaworldcup #fifaworldcup2018 #fifaworldcuponfox… https://t.co/meZ36I1sFu,"Elk Grove, CA",False
8553,Piononos,41249357,"Brasil ??!!! 
#pavlova #brasil #campeon #russia2018? #celebrate #keybiscayne #keybiscaynerestaurant… https://t.co/0AHptBnt1B","Key Biscayne, FL",False
8554,djgenesisgeroni,922830416,Sweden &amp; England are the battle Quater Finals. #fifa18 #fifaworldcup #fifaworldcup2018 #fifaworldcuponfox… https://t.co/myDtphHJg1,"Elk Grove, CA",False
8555,NXNWSLTR,3063712938,"Great local craft beer included with all @FIFAWorldCup games at NxNW!
Brazil ?? Belgium ?? 1PM
Watch Party??… https://t.co/SoojquhiF4","Austin, TX",False
8556,Epicentered,28652888,#URUFRA #FIFAWorldCup https://t.co/nqaawDtghl,"San Jose, CA",False
8557,AndrewACCarter,534745687,"#URUFRA Key 1st Half Stats
- Possession: URU 39%, FRA 61%
- Shots on target: URU 4, FRA 1
- Pass Accuracy: URU 66%,… https://t.co/aCsO0LdENC","Marion, OH",False
8558,JEMicklos,217315030,I think it is fair to say that we are going to see the three best teams left in the tournament today. Expect the ch… https://t.co/4zTERA234p,"Holiday, FL",False
8559,SmokeyLaPonish,960724063210500096,@Stop_Trump20 #England will ALWAYS be our number one ally! #BabyTrumpBlimp #BabyTrump,"Agoura Hills, CA",False
8560,TiDNYC,183227048,Is it me or does @TMeola1 sound like @TroyAikman ? #worldcup #FRAURU #URUvsFRA #Russia2018 #soccer #futbol,"Mahwah, NJ",False
8561,rogarciaphoto,715500960,Porque #Mex? ? está fuera de el Mundial vamos #Uru- #worldcup? ?,"Los Angeles, CA",False
8562,soccerworldcups,240991561,"France vs Uruguay  Live stream Preview on PC ,Laptop &amp; Mobile Free Soccer streaming, Uruguay vs France Live Stream:… https://t.co/yMALnIbgY8",United States,False
8563,CallMeDBlock,20999753,"75% of this bar walked out at halftime to smoke cigs.

It's Uruguay-France. the French are so predictable.

#URU #FRA #WorldCup","Manhattan, NY",False
8564,juanttu,38366782,#France ?? because I randomly selected them to win it all before the #WorldCup? ? started with no real knowledge of… https://t.co/FC9d4omdsW,"Texas, USA",False
8565,Gimickmagic,1728536418,#transit by #iowa before next lecture We follow France / Uruguay !!! #frauru 1-0 !!!! #proud #goon #france !!!! à K… https://t.co/m4UME8l0Rr,"Keokuk, IA",False
8566,thedavidseth,17722038,"#worldcup today two tough, excellent teams. France 1 - 0 Uruguay at halftime. This should’ve been a semi.","Baltimore, MD",False
8567,factNnonfiction,310864998,Harry Kane is the best number 9 in the world #worldcup facts #COYS he's so humble he won't say it so I will. But hi… https://t.co/xgeS71vfzS,"New Berlin, WI",False
8568,TravBean,160940338,"Even teresagiudice knows who was winning the #WorldCup ... Brasil Baby!!! #thebeanman #jersey
#teresagiudice… https://t.co/p6JAsO6GyM","Florida, USA",False
8569,ShaunBeacham,193759482,There are a lot of opportunities for both teams if they'd tighten up inside the box. This one could go either way. #URUFRA #WorldCup,"Boston, MA",False
8570,SanFransFinest,164463611,"#WorldCup did a terrible job with the  brackets, 75% plus of the best teams are on one side. It’s ridiculous.","San Francisco, CA",False
8571,WestNewYorker,786910440,Sports have been a huge part of my life! We have learned so much these past few weeks while watching #WorldCup! I t… https://t.co/7kHtk3m8uW,"New York, NY",False
8572,Albertvilorio93,74275137,#FRA is winning 1-0 against #URU at halftime #WorldCup,"Jersey City, NJ",False
8573,ShieldGirl125,1708905816,Was at @dunkindonuts and they had the game on. Was able to see #FRA score a goal ?? #FranceUruguay #WorldCup,"Phoenix, AZ",False
8574,Ivan_alvrd,360344522,Vamoooo Uruguay! #URU #WorldCup,"Chicago, IL",False
8575,Rooselk,22868401,Hot coffee and #WorldCup soccer. I'm thinking this is not a bad way to begin a Friday. #FRAvURU,"Billings, MT",False
8576,HernanV14,343834650,"Para mi, el campeón del #WorldCup saldrá de este juego entre #UruguayFrancia. ??? 
#Francia #Uruguay #RUSIA2018","Carol City, FL",False
8577,jstroud3,169634880,Pay close attention to this. It's going to drop bombs. #FIFA #WorldCup https://t.co/qv0Pd5h3Hb,"Stuart, FL",False
8578,HawkAyo,341708592,Lloris is so underrated as a keeper. Also France Captain in a team of leaders not lacking in quality keepers either… https://t.co/N8xN6f6xfF,"New Brunswick, NJ",False
8579,kimbafuzz,83733810,Viva la France!! ?? ?? ?? #WorldCup @ Lucky Bar DC https://t.co/ZioUXOyWxw,"Washington, DC",False
8580,JimDonaldsonJr,2293405794,"Not a chance I'd watch an #MLS game. But, at this stage, I wouldn't miss a #WorldCup game, if I can help it. Vive la France!","Providence, RI",False
8581,DallasSpurs,1152547928,Save! #CaptainMyCaptain #URUFRA #WorldCup ?? https://t.co/GuH4PIbCks,"Wisconsin, USA",False
8582,Tom2Michael,342385678,The world is a technological wonder. This is #TMI but I just saw that #France first goal from an airport toilet in… https://t.co/7hsm1Pzyz2,"Colorado, USA",False
8583,efclima82,3183879164,Watching #WorldCup #vaibrasil ??,"Albuquerque, NM",False
8584,Coach_Nikola,18063404,Put in the work #daily ?#HalfTime Wisdom #FRAURU #WorldCup ???? https://t.co/C0DJT5Uiwk,"Houston, TX",False
8585,Saran_Mishra,163694331,Allez les bleus #FRAURU #worldcup,"Chicago, IL",False
8586,Ahaley,879191,Thanks to @BarbecueWife &amp; @indybrewing for starting off the #WorldCup Quarters the right way. https://t.co/i97w08yHK2,"Austin, TX",False
8587,DallasSpurs,1152547928,"Imagine if Kane knocks in the winner in the last minute of extra time in the final, after Hugo Lloris makes a unwor… https://t.co/fFv8d0GeBv","Wisconsin, USA",False
8588,JasonReischel,808716329398181888,Renewable energy accounts for 95% of Uruguay’s electricity. Go Uruguay! #WorldCup? ? ??,"Manhattan, NY",False
8589,pradiggitydog,230683506,"Halftime

#URU: 0
#FRA: 1

Varane’s header is the only difference in the score heading into break. Seems like Urugu… https://t.co/fBBlbR36vu","Nevada, USA",False
8590,sbbytor,19954886,Jesus what a goal and damn best save of the #WorldCup so far. Vive La France #URUFRA,"Los Angeles, CA",False
8591,houstonhallnyc,1087177766,"Friday is here!
We’re getting ready for today’s #Brazil vs #Belgium #worldcup match! Celebrate the winner with our… https://t.co/kVYl8AbsQn","Manhattan, NY",False
8592,AmandaE1aine,122122517,Currently livid as I am missing the #WorldCup game due to the power being out from the rain and thunder! ?,"San Antonio, TX",False
8593,MiamiFranky,450325546,#fifa #france #halftime from Miami #miamifranky @ Fritz &amp; Franz Bierhaus https://t.co/IYePS0avhV,"Coral Gables, FL",False
8594,SalMuscles,463967185,#WorldCup #FIFAWorldCup,"Staten Island, NY",False
8595,JayDSarkar,1250501846,"It took a drive to Lakeview, but @masson1225 was willing to join me for morning beers and French Footy. #WorldCup… https://t.co/nhbkdYbORL",The Globe Pub,False
8596,MDsportsblog,166796183,I actually think #URU played a little better. Can’t make mistakes against this French team though. #worldcup,"College Park, MD",False
8597,gcourtin,15599339,"#fra must be careful conceding free kicks! Anything within the French half will become dangerous, France have to kn… https://t.co/g9sUbeNY8K","Boston, MA",False
8598,WatchUFCTVNOW,807284452346867713,Uruguay vs France Live Stream Free FIFA World Cup 2018 HD TV Streaming #WorldCup #Uruguay #France Now Full Game HD… https://t.co/xhhfNPIySC,United States,False
8599,nwkitchens,3452796137,#URU played better that half and #FRA is getting away with a lot #WorldCup,"Bessemer, AL",False
8600,sallouminati,914998977501683712,#cavani ? #WorldCup,"Fullerton, CA",False
8601,VudatNation,1965952176,Come on #URU! I have a bottle of wine on your victory. #URUFRA 0-1 at half-time #WorldCup,"Birmingham, AL",False
8602,Fleur_de_Lis23,366130890,Allez les Bleus ?????? #laliberté #WorldCup2018 #france,"Minneapolis, MN",False
8603,MikePal10,286422178,I’ve been bitter about this #WorldCup both bc #Italy and #USA did not qualify and bc of the location when it should… https://t.co/DVaOXoGYR5,"Chicago, IL",False
8604,AndrewACCarter,534745687,"Lloris under attack by aliens in Nizhny Novgorod!!!
#RussianHacker #WorldCup #URUFRA https://t.co/03VSrJBmnQ","Ohio, USA",False
8605,dylanchups,767337319,"@KMbappe’s pace, acceleration and dribbling reminds me of a certain @Ronaldo #Lightning #URU #FRA #URUFRA #WORLDCUP","Los Angeles, CA",False
8606,girlvirgo72,22218848,#URUFRA please no penalty kicks. My blood pressure can't take it. Vamos Uruguay!!!! #WorldCup,"Manhattan, NY",False
8607,SonORageNLove,122841166,"SAVE OF THE CUP, HOLY SHIT! VIVE LA FRANCE! ?? #WorldCup","Staten Island, NY",False
8608,AngryAnderton,126065072,As long players stick to original plan (not trying to read/outwit GK etc) feels like you'll be able to live with a… https://t.co/JY36YDBLXn,"Imperial Beach, CA",False
8609,FIFAWorldCupLi5,998392227738017792,@WatchUFCTVNOW Uruguay vs France Live Stream Free FIFA World Cup 2018 HD TV Streaming #WorldCup #Uruguay #France No… https://t.co/z6dSpYPBkl,United States,False
8610,NYCKING,19257498,#WorldCup Quarterfinal #FRA 1-0 Halftime,"Queens, NY",False
8611,MunaBaker,4883927254,arrêtez de tomber par exprès juste pour avoir un but gratuit ? #fifa #france,"Georgia, USA",False
8612,AndrewACCarter,534745687,"Set pieces are kryptonite in this @FIFAWorldCup. Don’t give up cheap ones, fellas.
#URUFRA #WorldCup @FIFAcom","Marion, OH",False
8613,vfiorese_,67412285,@mz_rocko @nickhtang @JBarbosaPR @TamaraMcCleary @cybersecboardrm @carynrweiss Different than #Olympics in the… https://t.co/5zdTh8Uugn,"McKinney, TX",False
8614,ranaswi_goswami,79185483,@atletienglish provided the assist with @realmadrid heading it into the far corner #FRAURU #WorldCup,"Elk Grove Village, IL",False
8615,fifa2018cups,82528483,"#URUFRA R. Varane (40) France lead vs Uruguay 1 -0 
Asst: #Griezmann
#COLENG #WorldCup #Quarterfinal

#Varane #FRA… https://t.co/dsDrTM0gyP",United States,False
8616,JeradVSutton,755800383587356672,This was a rediculus save. #FRAURU #worldcup https://t.co/cRicfFawj2,"Minneapolis, MN",False
8617,ThePolitiKat,256685244,Asserting my generational dominance. #AllezLesBleus #WorldCup https://t.co/kbhYnfe7NN,Jobot Coffee,False
8618,saynave,19572465,The goalie for France deserves a raise. He ate a dragon fly and then made the save of the game #uruguayvsfrance #worldcup,"Philadelphia, PA",False
8619,RichSlate,308892843,"What a save by Lloris, haha not sure though how Uruguay missed the net by that much on the rebound #FRA #URU #WorldCup","Wakefield, MA",False
8620,Phil_Sports,339915884,"Varane’s header is the 43rd goal off a set piece at this #WorldCup? ? (29.2%)

That already ties the record set in 2002 (43, 26.7%). #URUFRA","Simsbury, CT",False
8621,HerlanSurething,2265157782,Hugo Lloris! ?????? #WorldCup #Rusia2018 #URUFRA #NizhnyNovgorod,"Houston, TX",False
8622,pradiggitydog,230683506,That was the first goal of the #WorldCup quarterfinals. #URUFRA https://t.co/TdVskJb9xQ,"Nevada, USA",False
8623,Casselman327,26611816,These #Funfetti @FrenchTeam kits are really nice #WorldCup #URUFRA #LesBleus,"Greensboro, NC",False
8624,Birchtreeisme,20324941,The real question: How long before #Uruguay Suarez starts looking at shoulders and arms as meals? #worldcup,"Milwaukee, WI",False
8625,Antibase_,270961704,Lloris with the full extension save! #URUFRA #worldcup,"Fountainebleau, FL",False
8626,majiimajii,147269320,El atajadón de Lloris. #worldcup https://t.co/3woqLOtK8K,"Los Angeles, CA",False
8627,Blake_Dover90,2501996124,WHAT. A. SAVE. #FRA #URU #WorldCup,"Marshall, TX",False
8628,ChazTenenbaum,26021422,LE CAPITAINE!! Hugo Lloris what a save. #FRA #WorldCup.,"San Francisco, CA",False
8629,EllisNeyra,856204895963287552,"@RadioRodriguez Jaja, q rronchy, cuca. #lesbleus #franceuruguay #urufra","Berkeley, CA",False
8630,fifa2018free,598777289,France vs Uruguay Live Stream Free #WorldCup #France #Uruguay FIFA World Cup 2018 Watch HD TV Coverage Now Online.… https://t.co/3lvsdUJFbF,United States,False
8631,JacobOB23,374323205,Phenomenal save. Text book.  #FRA #WorldCup,"Murfreesboro, TN",False
8632,DjFlowe,40230535,"This game is wide open now 
Love it 
#URUFRA #WorldCup","Philadelphia, PA",False
8633,MogulBiz,33548660,Watching #WorldCup @GrandnRichmond #RichmondsSportsBar 2944 W Grand #Chicago #HumboldtPark #WestTown #SoccerBar #SportsBar,Richmond's Sports Bar,False
8634,eddiekenny,56750786,"What. A. Save. 

Then, what a miss. 

#FRA #URU #WorldCup","Owensboro, KY",False
8635,JJaffa,20912932,#WorldCup Wow! Lloris! Great save. Powered by dragonflies. #FRA,"Baltimore, MD",False
8636,kylegalbraith,26957643,What a save! #WorldCup,"Oak Grove, OR",False
8637,SaintFDW,24936920,Hugo Lloris with the Spider-Man save #WorldCup,"Grosse Pointe Park, MI",False
8638,veeneyweeney,323061203,Absolutely glorious save by Lloris #WorldCup,"Chicago, IL",False
8639,MidnighterBae,69770888,Hugo Lloris is a bo$$!! #FRAURG #WorldCup,"Louisville, KY",False
8640,gato_veloz_4,129669799,Lloris haciendo un Ochoa. #WorldCup,"Los Angeles, CA",False
8641,DK3000SC,1053622117,There’s only one....... HUGO!  @scarolinaspurs #WorldCup,"Cayce, SC",False
8642,hhRafael24,440906518,What a save by the France goalie. #france,"Pennsylvania, USA",False
8643,jamespowell363,20033461,Huuuugggoooooo #coys #thfc #fra #uru #worldcup,"Rancho Santa Margarita, CA",False
8644,chris_rodd,354494763,What save ? #WorldCup,"Las Vegas, NV",False
8645,wilfriedboh,342009168,what a save by Hugo Lloris #worldcup,"Silver Spring, MD",False
8646,ElleryWheeler10,287866040,WHAT A SAVE! Hugo Lloris! France?? 1-0 ??Uruguay #WorldCup,"Pewee Valley, KY",False
8647,SportsFoodAlex,21351750,Perfect service on that kick! ???? Allez les bleus! #worldcup,"Washington, DC",False
8648,robcuzican,23399595,Suarez looks ready to bite somebody #Suarez #WorldCup,"Torrance, CA",False
8649,huzzayn,259978074,"Suarez should behave in this match o. No biting pls. 
#WorldCup #FRAURU","Houston, TX",False
8650,_KingKeil,1901725148,!!!! That’s fucking big time!! #FRANCE https://t.co/kpqp3AdxrM,"Wisconsin, USA",False
8651,buckeyemon,762768463,"Oh my, what a save #hugolloris #WorldCup #URUFRA","Centerville, OH",False
8652,Solmuzik1,197600274,#brasil #belgium #worldcup2018 live…@breathlessgogo 876 Hart Street Rahway NJ #brazilvsbelgium #brasilvsbelgium @ B… https://t.co/XLQKrfVBWv,"Rahway, NJ",False
8653,MDsportsblog,166796183,WHAT A SAVE BY LLORIS #WorldCup,"College Park, MD",False
8654,johny_epleseed,44079295,"*Chef's Kiss*
??????????
   #LesBleus","Fort Collins, CO",False
8655,oOoDREDAYoOo,228514444,Great save!!!!! #WorldCup,"Bridgeport, CT",False
8656,pradiggitydog,230683506,"No, it’s Varane’s header that gives #FRA a 1-0 lead. BTW, it’s #URU’s second goal allowed this entire #WorldCup #URUFRA","Nevada, USA",False
8657,BadGalAlPal,293734623,WOW what a WILD save #France #Uruguay,"Massachusetts, USA",False
8658,LaCharles88,36141703,"Between trying to write, finalize details for wedding and honeymoon in Greece, and watch this #URU and #FRA match,… https://t.co/ZZSHj2SAPv","Beltsville, MD",False
8659,FriskyDingo86,79318848,"Nombre Uruguay, what a save by the French gk. #WorldCup","Dallas, TX",False
8660,PatrickDailey,33664590,WHAT. A. SAVE. #FRA #WorldCup,"Vista, CA",False
8661,theandesmts27,719560082585948160,VARANE!!! That was a very skilled header by the center back. Could be a huge goal judging by how both teams have be… https://t.co/CzIcKMIqmb,"Northborough, MA",False
8662,blazindw,17875127,That was a RIDICULOUS save. #FRA #WorldCup,"Washington, DC",False
8663,sportsbrain,21449222,Hugo Lloris take a bow #WorldCup,"San Diego, CA",False
8664,joshkaradeema,84199344,Wouldn’t be sad if JP Delcamera and Tony Meola never called another soccer game. It’s mundane. The analysis isn’t g… https://t.co/jIRadC8Tbn,"Tallahassee, FL",False
8665,JJaffa,20912932,#WorldCup #URGFRA It’s all about. https://t.co/CS3Nq41MH2,"Baltimore, MD",False
8666,thejohndavis,31231507,Varane with a terrific header goal on a lovely set piece service from Griezmann.  #FRA leads 1-0. #URUFRA #WorldCup,"Louisville, KY",False
8667,HamoudyTiba,18277947,"""??? ya Habibi ?"" - Arab commentator on that goal #WorldCup","Detroit, MI",False
8668,JeffLaboe,155544073,#UruguayFrancia #FifaWorldCup2018 #France Goooooaaaaaallll #Varane,"Springfield, MA",False
8669,brianc1995,160106517,We have a breakthrough 1-0 France #URUFRA #WorldCup18 #Uruguay #France,"Los Angeles, CA",False
8670,ChazTenenbaum,26021422,ALLEZ ALLEZ ALLEZ LES BLEUS #FRA VARANE!! #WorldCup.,"San Francisco, CA",False
8671,AndrewACCarter,534745687,"#GameOn in Nizhny Novgorod!
Varane with the great flick-on header to give #FRA the lead.
#URUFRA #WorldCup #AllezLesBleus @FIFAWorldCup","Marion, OH",False
8672,EllisNeyra,856204895963287552,"#Aromadegol , confirmao! Lez go #lesbleus ?!!! #WorldCup18 #menshistrionics2018","Berkeley, CA",False
8673,Sarno75,151643320,I’m glad my daughter is here watching soccer with me.  She’s asking me a ton of questions that I have no idea.  I g… https://t.co/ljj5tgXdJG,"Throop, PA",False
8674,caribbeansteven,1293595830,So crazy that Uruguay were undone by a simple fake. Great execution by Les Bleus. #URUFRA #worldcup,"Bowling Green, KY",False
8675,muzikgeye,34837940,#URUFRA #Uruguay's defense fail big time. Love the glancing header by #France,"Azusa, CA",False
8676,Marcial_Diana,38692962,"#FRA? ? GOAL! 

@raphaelvarane's header gives @FrenchTeam the lead in Nizhny Novgorod! 

#URUFRA 0-1
#WorldCup? ?","San Antonio, TX",False
8677,loicmaestracci,43215735,Vaaaaaaraaaaaaaane. Gol de Francia ! #URUFRA #WorldCup https://t.co/iMBKHxWgZp,"San Francisco, CA",False
8678,TheCrewPat,58119610,With that French goal I think Suarez is beginning to feel a bit peckish. #WorldCup,"Akron, OH",False
8679,KylePowersMusic,1087081056,Finally a brilliant header off a free kick #France,"Jersey City, NJ",False
8680,dneighbors,1308101,Expect URU fouling to quadruple now that they are down by one.  This is going to get ugly quick. #worldcup,"Encinitas, CA",False
8681,palmquac,33913514,How often do you see Uruguay concede on a set piece? #worldcup,"Portland, OR",False
8682,mhemlock,12927762,That was pretty.  #LesBleus,"Atlanta, GA",False
8683,Blake_Dover90,2501996124,That just looked a little too easy. #WorldCup #URU #FRA,"Marshall, TX",False
8684,thekellyfrances,76045937,"I love France. Anyone see the kid with the baguette?!!?!

#ALLEZ!!!!!!!! #Fra #WorldCup","Atlanta, GA",False
8685,JaredMay76,238178896,#FRA VS. #URU Uruguay vs France #URUFRA https://t.co/fDksDslbM1 #WorldCup,"Everett, MA",False
8686,MattEverson18,35793999,Quel but!!! #FRA #WorldCup,"Santa Rosa, CA",False
8687,JRFromTheSouth,564133410,VIVE LA FRANCE #FRA #WORLDCUP ??????????,"Florida, USA",False
8688,JmesaSports,856844737604669441,"Goooooool @raphaelvarane #Fra 40’ 

1-0 #France","Woodbridge, CT",False
8689,chris_rodd,354494763,Was that an own goal? #URUFRA #WorldCup,"Las Vegas, NV",False
8690,antonio_q24,236277250,FRANCE ??!!!!!!! #WorldCup 1-0!!!,"Tampa, FL",False
8691,ElectrikOne,311863471,"What a goal! Perfect pass, perfect run, perfect header 1-0 #France","Davie, FL",False
8692,kmcorder,40564434,Omg header. Wow. #WorldCup,"Houston, TX",False
8693,Coach_KCool,478321515,FRANCE STRIKES FIRST! #FRAURU #WorldCup,"Trenton, MO",False
8694,Anand_Savani,22048053,"Wooooowww. Griezman, perfect ball in, perfect header from Varane. #URU 0-1 #FRA. What a game so far. #WorldCup","Somerville, MA",False
8695,eddiekenny,56750786,That awkward moment when the commentator has no idea who scored the goal (again). @FOXSports #FRA #URU #WorldCup,"Owensboro, KY",False
8696,dsantat,13433612,Goal! That slight pause by Griezmann on the kick was brilliant and set the Uruguay defense out of sync for a split second! #worldcup,"Hawaii, USA",False
8697,JimmyRiccardi,49781194,What a ball from Griezmann and an even better header from Varane #WorldCup,"Schenectady, NY",False
8698,anthonypierce21,301884544,Goooooooallllllllllllllaso #france https://t.co/g5tihc0DKZ,"Mission Viejo, CA",False
8699,JaredMay76,238178896,GOOOOOOAL! #FRA #WorldCup #FRAURU https://t.co/rsOomicet7,"Everett, MA",False
8700,johnnysole,49756682,Boom! What a deflection and header! #France #WorldCup,"Chicago, IL",False
8701,_NanaFrmGhana,125067801,Damn! Nice goal by #France!!!! #FifaWorldCup2018,"Florida, USA",False
